generator,n_pass,pass_rate,n_score,mean_score
Gemma4-E4B (non-thinking),132,0.7348484848484849,132,0.8696212121212121
Gemma4-E4B (thinking),132,0.8106060606060606,132,0.9051893939393939
Qwen3-8B (non-thinking),132,0.6363636363636364,132,0.7899242424242424
Qwen3-8B (thinking),96,0.6875,96,0.8342708333333334
