generator,n_pass,pass_rate,n_score,mean_score
DeepSeekMath-7B-Instruct,130,0.18461538461538463,130,0.49076923076923074
DeepSeekMath-7B-RL,128,0.34375,127,0.5716535433070866
Gemma4-E4B (non-thinking),131,0.7557251908396947,132,0.80375
Gemma4-E4B (thinking),132,0.0,132,0.0
Qwen2.5-Math-7B,128,0.5390625,131,0.716793893129771
Qwen3-8B (non-thinking),129,0.7829457364341085,130,0.8223461538461538
Qwen3-8B (thinking),129,0.8372093023255814,129,0.8830232558139535
