generator,n_pass,pass_rate,n_score,mean_score
DeepSeekMath-7B-Instruct,132,0.48484848484848486,132,0.5988636363636364
DeepSeekMath-7B-RL,131,0.6335877862595419,132,0.6803030303030303
Gemma4-E4B (non-thinking),132,0.9545454545454546,132,0.8319696969696969
Gemma4-E4B (thinking),132,0.015151515151515152,132,0.0
Qwen2.5-Math-7B,132,0.8560606060606061,132,0.803030303030303
Qwen3-8B (non-thinking),132,0.8863636363636364,132,0.85
Qwen3-8B (thinking),132,0.9772727272727273,132,0.8863636363636364
