generator,n_pass,pass_rate,n_score,mean_score
DeepSeekMath-7B-Instruct,132,0.13636363636363635,132,0.5315909090909091
DeepSeekMath-7B-RL,132,0.2196969696969697,132,0.6189015151515153
Gemma4-E4B (non-thinking),132,0.8484848484848485,132,0.9193560606060607
Gemma4-E4B (thinking),132,0.007575757575757576,132,0.0
Qwen2.5-Math-7B,132,0.3560606060606061,132,0.7557575757575759
Qwen3-8B (non-thinking),131,0.6641221374045801,132,0.8917045454545455
Qwen3-8B (thinking),132,0.6060606060606061,132,0.8768939393939394
