category,n_pass,pass_rate,n_score,mean_score
Algebra,91,0.7252747252747253,91,0.8178021978021979
Calculus,95,0.8210526315789474,96,0.8145833333333333
Applied Mathematics,63,0.746031746031746,63,0.8553968253968254
Geometry,69,0.7536231884057971,71,0.862394366197183
Discrete Mathematics,95,0.8210526315789474,95,0.8325789473684211
Linear Algebra,47,0.8723404255319149,47,0.9063829787234042
Number Theory,53,0.8113207547169812,55,0.8520909090909091
Other,4,0.5,4,0.58
