judge_1,judge_2,n_pass_overlap,pass_agreement,cohens_kappa,n_score_overlap,pearson_r,score_mae
Gemma4-E4B (non-thinking),Qwen3-8B (non-thinking),922,0.7017353579175705,0.44271050838516823,924,0.9219341128277326,0.08290584415584415
Gemma4-E4B (non-thinking),Qwen3-8B (thinking),906,0.8377483443708609,0.6742681047765793,911,0.8901862449024952,0.10723929747530188
Qwen3-8B (non-thinking),Qwen3-8B (thinking),906,0.7891832229580574,0.5810612553200762,911,0.921156948723907,0.09716794731064764
