generator,n_judges,pass_rate,mean_score
Gemma4-E4B (thinking),4,0.8604594330400781,0.8904202457647339
Qwen3-8B (thinking),4,0.7738152035623409,0.8686759954024983
Gemma4-E4B (non-thinking),4,0.8234009946796207,0.8561742424242424
Qwen3-8B (non-thinking),4,0.7420049733981031,0.8390719696969697
