generator,n_judges,pass_rate,mean_score
Qwen3-8B (thinking),3,0.8068475452196383,0.8820936105238432
Qwen3-8B (non-thinking),3,0.777810503400775,0.8546835664335664
Gemma4-E4B (non-thinking),3,0.852918497956666,0.8516919191919192
Qwen2.5-Math-7B,3,0.5837279040404041,0.7585272573058832
DeepSeekMath-7B-RL,3,0.3990115853188372,0.6236193629205441
DeepSeekMath-7B-Instruct,3,0.2686091686091686,0.5404079254079254
Gemma4-E4B (thinking),3,0.007575757575757576,0.0
